observation_type,domain,dataset_instance,var_name,var_label,var_def,pct_public,keep_previous,keep
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWATPIPE,Piped Water in Household,"Piped water in the household. Survey participants are classified as having piped water in the household if they responded they have access to piped water in the dwelling, the property of the dwelling, or outside the dwelling and property as long as the water is piped.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWTKG,Weight (Measured),"Respondent’s weight in kilograms as measured by the interviewer. If more than one measurement was taken, this is the average of all available measurements.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWTKGSELF,Weight (Self-reported),Respondent’s weight in kilograms as self-reported by a respondent to the interviewer.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVY_FILE_YEAR,Survey Year,"Calendar year of survey administration as defined by the survey label or protocol.,Assigned by year associated with survey files",0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVY_VISIT_MONTH,Survey Visit Month,Month of survey interview date. This is based on the actual date of the survey interview.,0,0,
record-level,Identifier,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVY_VISIT_YEAR,Survey Visit Year,Year of survey interview date. This is based on the actual date of the survey interview.,0,0,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_ISO2,Country Code (ISO-2),A 2-letter Country Code using International Standard Organizations (ISO),0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_MATCHQUALITYMA,L1MA to L1AD Match Quality,L1MA (metropolitan area) and L1AD (SALURBAL administrative area definition) are not always the exact same definition. A match quality code was created to indicate the level of match.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_MATCHQUALITYMB,L1MB to L1AD Match Quality,L1MB (alternate metropolitan area) and L1AD (SALURBAL administrative area definition) are not always the exact same definition. A match quality code was created to indicate the level of match.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALID0,SALURBAL Country ID,A 3-digit SALURBAL Country ID number as defined in the city selection.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALID1,SALURBAL Level 1AD ID,A 6-digit SALURBAL Level 1 AD ID number as defined in the the city selection.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALID2,SALURBAL Level 2 ID,An 8-digit SALURBAL Level 2 ID number as defined in the the city selection.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALID3,SALURBAL Level 3 ID,"A 13-digit SALURBAL Level 3 ID number as defined in the the city selection. Level 3 is available in Colombia (2005, 2010, 2015) and Mexico (2012, 2016).",0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALMAID1,SALURBAL Level 1MA ID,A 7-digit SALURBAL Level 1 MA ID number as defined in the the city selection.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALMBID1,SALURBAL Level 1MB ID,A 7-digit SALURBAL Level 1 MB ID number as defined in the the city selection.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALSVYHHID,Household ID,A 13-digit randomly generated individual household ID number. This can be used to cluster household members.,0,,
record-level,Identifier,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SALSVYID,SALURBAL defined survey ID,A 13-digit randomly generated individual survey respondent ID number,0,,
record-level,Demographics,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYAFRODEC,Afro-descent Status,Afro-decent as characterized by race.,0,,
record-level,Demographics,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYAGE,Age in Years,Age in years with range 0-17 years,0,,
record-level,Demographics,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYAGEMO,Age in Months,Age in months,0,,
record-level,Health Risk Factors,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYBMI,Body Mass Index (Measured),"Body mass index in kg/m2 (continuous numeric value) was calculated using the harmonized measured height and weight. In general, this is not the best measure for BMI for children. Calculated for all ages 0-17 years.",0,,
record-level,Health Risk Factors,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYBMIF,Body Mass Index Z-score Flag,Extreme value flag for BMI-for-age z-score. The WHO program flags extreme values regarding the biologically plausible values according to the reference data. These flag variables are binary variables with 1 indicating an extremely low or high value (<-5 or >5) and 0 for a value within the acceptable range (between -5 to 5). This measure is available for all children aged 0-17.,0,,
record-level,Health Risk Factors,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYBMIZ,Body Mass Index (BMI)-for-age z-score,Body Mass Index (BMI)-for-age z-score. This measure is calculated from the child’s weight and length/height. This measure is especially useful for screening for overweight and obesity. This measure is available for all children aged 0-17 but recommended for use only in children aged 5-17. A flag was created to indicate biologically implausible values. It is recommended that children with implausible values are excluded from analyses.,0,,
record-level,"Social, Economic, and Services Environment",HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYCROWD25BR,Overcrowding - Bedrooms (>2.5 People),Overcrowding with more than 2.5 people per bedroom. Overcrowding with 2.5 persons per bedroom is a consistent definition across countries because bedrooms were defined as rooms used for sleeping.,0,,
record-level,"Social, Economic, and Services Environment",HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYCROWD3RM,Overcrowding - Rooms (>3 People),Overcrowding with more than 3 people per room (excluding kitchen and bathrooms).,0,,
record-level,"Social, Economic, and Services Environment",HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYEDU,Education Level (Highest Completed),"Child’s education was harmonized using the Integrated Public Use Microdata Series (IPUMS) harmonization definitions representing the highest level of education completed. “Less than Primary” includes those with no education completed and those with less than primary education completed. “Primary” includes those who completed primary education, but with incomplete secondary education. “Secondary” includes those who completed secondary education, those who completed post-secondary education that was not at a university (e.g., technical school), and those who initiated university education but did not complete their university education. “University or higher” includes those who completed a university degree and those who completed more than a university degree, including those with incomplete graduate studies. Graduate studies cannot be distinguished across all countries since not every country asks respondents about any post-university studies (post university is the term sometimes used for masters and doctoral degrees in some countries of the region).",0,,
record-level,"Social, Economic, and Services Environment",HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYFLOOR,Finished Floors,"Survey participants are classified as having finished floors in their home or dwelling if they re-sponded that the main floor material is not earth, dirt, sand or dung.",0,,
record-level,Health Risk Factors,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYGRTHST,Growth Standard Category (Age 0-17),Growth Standard Category AGES 0-17. Based on BMI Z-score for those over 60 months and weight for height Z-score for those 60 months and younger. Severe underweight only defined in those 60 months and younger.,0,,
record-level,"Social, Economic, and Services Environment",HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYHHEDU,Household Head Education Level,"Highest Education level completed by head of household. Head of household’s education was harmonized using the Integrated Public Use Microdata Series (IPUMS) harmonization definitions representing the highest level of education complete. “Less than Primary” includes those with no education completed and those with less than primary education completed. “Primary” includes those who completed primary education, but with incomplete secondary education. “Secondary” includes those who completed secondary education, those who completed post-secondary education that was not at a university (e.g., technical school), and those who initiated university education but did not complete their university education. “University or higher” includes those who completed a university degree and those who completed more than a university degree, including those with incomplete graduate studies. Graduate studies cannot be distinguished across all countries since not every country asks respondents about any post-university studies (post university is the term some-times used for masters and doctoral degrees in some countries of the region).",0,,
record-level,"Social, Economic, and Services Environment",HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYHHMALE,Household Head Sex,"Head of household’s sex is defined as male if they have a response of “varón,” “masculino,” or “hombre.” Head of household’s sex is defined as female if they have a response of “mujer” or “femenino.”",0,,
record-level,Health Risk Factors,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYHTAGF,Height-for-Age Z-score Flag (>6),Extreme value flag for length/height-for-age z-score. The WHO program flags extreme values regarding the biologically plausible val-ues according to the reference data. These flag variables are binary variables with 1 indicating an extremely low or high value (<-6 or >6) and 0 for a value within the acceptable range (between -6 to 6). This measure is available for all children aged 0-17.,0,,
record-level,Health Risk Factors,HealthSurvey_CHILD_v1.0,HealthSurveyChild_SVYHTAGZ,Height-for-Age Z-score,"Length/height-for-age z-score. This measure reflects the attained growth in length or height at the child’s age. This indicator can identi-fy children with stunted growth. Children who are tall for their age can also be identified, but tallness is rarely a problem unless it is excessive and may reflect uncommon endocrine disorders. This measure is available for all children aged 0-17. A flag was created to indicate biologically implausible values. It is recommended that children with implausible values are excluded from analyses.",0,,
